#################################################
# List of available commands
# Add commands from your own extensions here as
#################################################

Next Error|View.NextError
#Publish as Web Service|Project.PublishasWebService
Update Reference|Project.UpdateReference
#Remove Web Reference|Project.RemoveWebReference
Use IIS Express|Project.UseIISExpress
New Virtual Directory|Project.NewVirtualDirectory
New Sequential Workflow|Project.NewSequentialWorkflow
New State Machine Workflow|Project.NewStateMachineWorkflow
New Activity|Project.NewActivity
Add New Data Source|Project.AddNewDataSource
Install Web Components|Tools.InstallWebComponents
W#CF Service Configuration Editor|Tools.WCFServiceConfigurationEditor
#Read App Publishing Guide|Help.ReadAppPublishingGuide
#Customer Feedback Options|Help.CustomerFeedbackOptions
#Show for New Operations|Window.ShowforNewOperations
#Data Sources|View.DataSources
Web Publish Activity|View.WebPublishActivity
#Entity Data Model Mapping Details|View.EntityDataModelMappingDetails
#Entity Data Model Browser|View.EntityDataModelBrowser
Tfs History|View.TfsHistory
Tfs Pending Changes|View.TfsPendingChanges
F# Interactive|View.F#Interactive
Class Details|View.ClassDetails
#Show IntelliSense Errors|OtherContextMenus.ErrorList.ShowIntelliSenseErrors
#Import Service Contract|ProjectandSolutionContextMenus.Project.ImportServiceContract
#Edit W C F Configuration|DebuggerContextMenus.ScriptProject.EditWCFConfiguration
Add Config Transform|ProjectandSolutionContextMenus.CrossProjectMultiItem.AddConfigTransform
Preview Transform|ProjectandSolutionContextMenus.CrossProjectMultiItem.PreviewTransform
Debug T4 Template|ProjectandSolutionContextMenus.CrossProjectMultiItem.DebugT4Template
#Showin X M L Schema Explorer|EditorContextMenus.CodeWindow.ShowinXMLSchemaExplorer
Run Coded Web Performance Test|EditorContextMenus.CodeWindow.RunCodedWebPerformanceTest
Debug Coded Web Performance Test|EditorContextMenus.CodeWindow.DebugCodedWebPerformanceTest
Execute In Interactive|EditorContextMenus.CodeWindow.ExecuteInInteractive
Execute Line In Interactive|EditorContextMenus.CodeWindow.ExecuteLineInInteractive
Implement Abstract Class|EditorContextMenus.CodeWindow.ImplementAbstractClass
Run Tests|EditorContextMenus.CodeWindow.RunTests
Create Unit Tests|EditorContextMenus.CodeWindow.CreateUnitTests
Generate Sequence Diagram|EditorContextMenus.CodeWindow.GenerateSequenceDiagram
Generate Pound Include Graph|EditorContextMenus.CodeWindow.GeneratePoundIncludeGraph
Manage Nu Get Packages|Project.ManageNuGetPackages
Manage Nu Get Packagesfor Solution|Tools.ManageNuGetPackagesforSolution
Show Project Portal|Team.ShowProjectPortal
Show Report Site|Team.ShowReportSite
Project Alerts|Team.ProjectAlerts
#Team Project Security|Team.TeamProjectSecurity
#Team Project Group Membership|Team.TeamProjectGroupMembership
Tfs Source Control|Team.TfsSourceControl
Work Item Areas and Iterations|Team.WorkItemAreasandIterations
Work Item Areas|Team.WorkItemAreas
Work Item Iterations|Team.WorkItemIterations
Portal Settings|Team.PortalSettings
Global Security|Team.GlobalSecurity
Global Group Membership|Team.GlobalGroupMembership
Tfs Source Control File Types|Team.TfsSourceControlFileTypes
Process Template Manager|Team.ProcessTemplateManager
Architecture Explorer|View.ArchitectureExplorer
SQL Server Object Explorer|View.SQLServerObjectExplorer
Pending Changes Filter|SolutionExplorer.PendingChangesFilter
Open Files Filter|SolutionExplorer.OpenFilesFilter
Test Results|View.TestResults
Load Test Runs|View.LoadTestRuns
Layer Explorer|View.LayerExplorer
Tfs Source Control Explorer|View.TfsSourceControlExplorer
U M L Model Explorer|View.UMLModelExplorer
Sync With Active Document|SolutionExplorer.SyncWithActiveDocument
Configure Code Analysisfor Web Site|Project.ConfigureCodeAnalysisforWebSite
Synchronize Views|View.SynchronizeViews
Refresh Remote References|Edit.RefreshRemoteReferences
#Generateastubforthismethod|OtherContextMenus.SmartTag.Generateastubforthismethod
#Renamewithpreview|OtherContextMenus.SmartTag.Renamewithpreview
#Implement Interface Explicitly|OtherContextMenus.SmartTag.ImplementInterfaceExplicitly
#Addappropriateusingstatement|Edit.Addappropriateusingstatement
#Fullyqualifyname|Edit.Fullyqualifyname
#Foundapossiblematch|Edit.Foundapossiblematch
#Simplify Type Names|Edit.SimplifyTypeNames
Remove Unused Usings|Edit.RemoveUnusedUsings
Sort Usings|Edit.SortUsings
Remove And Sort|Edit.RemoveAndSort
Simplify Remove And Sort|Edit.SimplifyRemoveAndSort
Generate constructor|OtherContextMenus.SmartTag.Generateconstructor
Generate property|OtherContextMenus.SmartTag.Generateproperty
Generate field|OtherContextMenus.SmartTag.Generatefield
#Generate enum member|OtherContextMenus.SmartTag.Generateenummember
Generate class|OtherContextMenus.SmartTag.Generateclass
Generate new type|OtherContextMenus.SmartTag.Generatenewtype
Generate Method Stub|EditorContextMenus.CodeWindow.Generate.GenerateMethodStub
Generate Constructor|EditorContextMenus.CodeWindow.Generate.GenerateConstructor
Generate Property|EditorContextMenus.CodeWindow.Generate.GenerateProperty
Generate Field|EditorContextMenus.CodeWindow.Generate.GenerateField
Generate Enum Member|EditorContextMenus.CodeWindow.Generate.GenerateEnumMember
Generate Class|EditorContextMenus.CodeWindow.Generate.GenerateClass
Generate New Type|EditorContextMenus.CodeWindow.Generate.GenerateNewType
#Add Selected Projectsto Source Control|ClassViewContextMenus.ClassViewProject.AddSelectedProjectstoSourceControl
Undo Checkout|ClassViewContextMenus.ClassViewProject.UndoCheckout
Compare|ClassViewContextMenus.ClassViewItem.Compare
Context Get Latest Version|ClassViewContextMenus.ClassViewProject.ContextGetLatestVersion
Get|ClassViewContextMenus.ClassViewProject.Get
View Pending Checkins|ClassViewContextMenus.ClassViewProject.ViewPendingCheckins
Check Outfor Edit|EditorContextMenus.CodeWindow.CheckOutforEdit
Check In|EditorContextMenus.CodeWindow.CheckIn
Compare Versions|OtherContextMenus.PendingCheckinWindowContextMenu.CompareVersions
Openwith Editor|OtherContextMenus.PendingCheckinWindowContextMenu.OpenwithEditor
Get Latest Version|File.GetLatestVersion
Get Latest Solution Files|File.GetLatestSolutionFiles
Check Out Silent|File.CheckOutSilent
Check In Silent|File.CheckInSilent
View History|File.ViewHistory
Exclude Selectionfrom Source Control|File.ExcludeSelectionfromSourceControl
Refresh Status|File.RefreshStatus
Forceexclusive|OtherContextMenus.CheckOutDialogContextMenu.Forceexclusive
Add Solutionto Source Control|File.AddSolutiontoSourceControl
Pending Checkins|View.PendingCheckins
Change Source Control|File.ChangeSourceControl
Get Latest Version Dynamic Silent|GetLatestVersionDynamicSilent
Checkout Dynamic Silent|CheckoutDynamicSilent
Check In Dynamic Silent|CheckInDynamicSilent
Share|File.Share
Source Control Manager|File.SourceControlManager
Openfrom Source Control|File.OpenfromSourceControl
Add Projectfrom Source Control|File.AddProjectfromSourceControl
Collapse Blockcurrentblock|Edit.CollapseBlockcurrentblock
Collapse Allincurrentblock|Edit.CollapseAllincurrentblock
Go To Header File|EditorContextMenus.CodeWindow.GoToHeaderFile
Start Performance Analysis|Debug.StartPerformanceAnalysis
Start Performance Analysis Paused|Debug.StartPerformanceAnalysisPaused
Stop Performance Analysis|Debug.StopPerformanceAnalysis
How To Videos|Help.HowToVideos
Connectto Database|Tools.ConnecttoDatabase
Connectto Server|Tools.ConnecttoServer
Bin|Project.Bin
App_ Code|Project.App_Code
App_ Global Resources|Project.App_GlobalResources
App_ Local Resources|Project.App_LocalResources
App_ Web References|Project.App_WebReferences
App_ Data|Project.App_Data
App_ Browsers|Project.App_Browsers
Theme|Project.Theme
Run Code Analysison Web Site|Build.RunCodeAnalysisonWebSite
Performance Explorer|Analyze.PerformanceExplorer
Code Analysis|View.CodeAnalysis
Code Metrics Results|View.CodeMetricsResults
Go To Previous Uncovered|CodeCoverage.GoToPreviousUncovered
Go To Next Uncovered|CodeCoverage.GoToNextUncovered
Export Results|CodeCoverage.ExportResults
Import Results|CodeCoverage.ImportResults
Merge Results|CodeCoverage.MergeResults
Show Code Coverage Coloring|CodeCoverage.ShowCodeCoverageColoring
View Test Results Details|OtherContextMenus.TestResultsContextMenu.ViewTestResultsDetails
View Run|OtherContextMenus.TestResultsContextMenu.ViewRun
Add to Work Item|OtherContextMenus.TestResultsContextMenu.AddtoWorkItem
Open Test List Editor|OtherContextMenus.TestListEditorContextMenu.OpenTestListEditor
Exclude from Group|OtherContextMenus.TestListEditorContextMenu.ExcludefromGroup
Assign as Work Item|OtherContextMenus.TestListEditorContextMenu.AssignasWorkItem
Open Test|OtherContextMenus.TestResultsContextMenu.OpenTest
Pause Test Run|TestResults.PauseTestRun
Stop Test Run|OtherContextMenus.TestResultsContextMenu.TestResults.StopTestRun
Run Details|TestResults.RunDetails
Import Metadata File|TestListEditor.ImportMetadataFile
Export Test Run Results|TestResults.ExportTestRunResults
Export Selected Test Results|TestResults.ExportSelectedTestResults
Import Test Results|TestResults.ImportTestResults
Close Results|TestResults.CloseResults
Disable|OtherContextMenus.TestListEditorContextMenu.Disable
Enable|OtherContextMenus.TestListEditorContextMenu.Enable
Removefrom Test List|OtherContextMenus.TestListEditorContextMenu.TestListEditor.RemovefromTestList
Removefrom All Test Lists|OtherContextMenus.TestListEditorContextMenu.TestListEditor.RemovefromAllTestLists
New Test|OtherContextMenus.ViewContextMenu.NewTest
New Test List|OtherContextMenus.TestListEditorContextMenu.NewTestList
Create Performance Session|OtherContextMenus.ViewContextMenu.TestView.CreatePerformanceSession
View All Results|TestResults.ViewAllResults
View Resultsby Result List|TestResults.ViewResultsbyResultList
Resume Test Run|OtherContextMenus.TestRunContextMenu.TestRun.ResumeTestRun
Delete Test Run|OtherContextMenus.TestRunContextMenu.DeleteTestRun
Connect To Test Run|OtherContextMenus.TestRunContextMenu.TestRun.ConnectToTestRun
Disconnect From Test Run|OtherContextMenus.TestRunContextMenu.TestRun.DisconnectFromTestRun
View Results|OtherContextMenus.TestRunContextMenu.ViewResults
Run Checked Tests|TestResults.RunCheckedTests
Run All Tests In Test Results|TestResults.RunAllTestsInTestResults
Run Deployed Checked Tests|TestResults.RunDeployedCheckedTests
Debug Selection|OtherContextMenus.ViewContextMenu.TestView.DebugSelection
Debug Checked Tests|OtherContextMenus.TestListEditorContextMenu.TestListEditor.DebugCheckedTests
Check All Items|OtherContextMenus.TestResultsContextMenu.CheckAllItems
Uncheck All Items|OtherContextMenus.TestResultsContextMenu.UncheckAllItems
Run Tests In Class|RunTestsInClass
Debug Tests In Class|DebugTestsInClass
Run Tests In Namespace|RunTestsInNamespace
Debug Tests In Namespace|DebugTestsInNamespace
Run Tests In Current Context|RunTestsInCurrentContext
Run All Tests In Solution|RunAllTestsInSolution
Debug Tests In Current Context|DebugTestsInCurrentContext
Debug All Tests In Solution|DebugAllTestsInSolution
Debug All Tests In Test Results|TestResults.DebugAllTestsInTestResults
Debug Deployed Checked Tests|TestResults.DebugDeployedCheckedTests
Create Test Casefrom Test|OtherContextMenus.TestListEditorContextMenu.CreateTestCasefromTest
Associate Testwith Test Case|OtherContextMenus.TestListEditorContextMenu.AssociateTestwithTestCase
Active Loadand Web Test Settings|ProjectandSolutionContextMenus.Item.ActiveLoadandWebTestSettings
Run Selected Load Test|LoadTest.RunSelectedLoadTest
Debug Selected Load Test|LoadTest.DebugSelectedLoadTest
Manage Test Controllers|LoadTest.ManageTestControllers
Test Runs|LoadTest.TestRuns
In Source|OtherContextMenus.ErrorList.SuppressMessage.InSource
In Suppression File|OtherContextMenus.ErrorList.SuppressMessage.InSuppressionFile
Configure Code Analysisfor Solution|Analyze.ConfigureCodeAnalysisforSolution
Configure Code Analysisfor Project|Analyze.ConfigureCodeAnalysisforProject
Collapse|Workflow.Collapse
Create New Theme|Workflow.CreateNewTheme
Select Custom Theme|Workflow.SelectCustomTheme
Show Execution State|Workflow.ShowExecutionState
#400|Workflow.400
#300|Workflow.300
Default View|OtherContextMenus.PageLayout.DefaultView
Navigation Tool|Workflow.NavigationTool
Default|Workflow.Default
Save As Image|Workflow.SaveAsImage
Copy To Clipboard|Workflow.CopyToClipboard
Instance|Workflow.Instance
Branch|Workflow.Branch
Go To Parent|WorkflowDesigner.GoToParent
Expand In Place|WorkflowDesigner.ExpandInPlace
Collapse All|WorkflowDesigner.CollapseAll
Restore|WorkflowDesigner.Restore
Navigate Through Designer|WorkflowDesigner.NavigateThroughDesigner
Show Hide Argument Designer|WorkflowDesigner.ShowHideArgumentDesigner
Show Hide Variable Designer|WorkflowDesigner.ShowHideVariableDesigner
Show Hide Imports Designer|WorkflowDesigner.ShowHideImportsDesigner
Show Hide Overview Map|WorkflowDesigner.ShowHideOverviewMap
Create Variable|WorkflowDesigner.CreateVariable
Create Argument|WorkflowDesigner.CreateArgument
Connect Nodes|WorkflowDesigner.ConnectNodes
Fit To Screen|WorkflowDesigner.FitToScreen
Reset Zoom|WorkflowDesigner.ResetZoom
Copy As Image|WorkflowDesigner.CopyAsImage
Move Focus|WorkflowDesigner.MoveFocus
Toggle Selection|WorkflowDesigner.ToggleSelection
Update Service Contract|OtherContextMenus.UpdateServiceContract.UpdateServiceContract
#Layout Diagram|OtherContextMenus.ORDesignerContextMenu.LayoutDiagram
#Configure Behavior|OtherContextMenus.ORDesignerContextMenu.ConfigureBehavior
#Hide Methods Pane|OtherContextMenus.ORDesignerContextMenu.HideMethodsPane
#Edit Association|OtherContextMenus.ORDesignerContextMenu.EditAssociation
#Class|OtherContextMenus.ORDesignerContextMenu.Add.Class
#Property|OtherContextMenus.ORDesignerContextMenu.Add.Property
#Association|OtherContextMenus.ORDesignerContextMenu.Add.Association
#Inheritance|OtherContextMenus.ORDesignerContextMenu.Add.Inheritance
#125|OtherContextMenus.ORDesignerContextMenu.Zoom.125
#66|OtherContextMenus.ORDesignerContextMenu.Zoom.66
#33|OtherContextMenus.ORDesignerContextMenu.Zoom.33
#Fit|OtherContextMenus.ORDesignerContextMenu.Zoom.Fit
#Delete All|DSLTools.DeleteAll
#Validate|DSLTools.Validate
#Validate All|DSLTools.ValidateAll
#Reroute|DSLTools.Reroute
#Reset Size|DSLTools.ResetSize
#Reset Location|DSLTools.ResetLocation
Calculate Code Metrics|ProjectandSolutionContextMenus.Project.CalculateCodeMetrics
Cancel Code Metrics Calculation|ProjectandSolutionContextMenus.Solution.CancelCodeMetricsCalculation
Goto Source Code|OtherContextMenus.CodeMetricsContextMenu.GotoSourceCode
Open Selectionin Microsoft Excel|OtherContextMenus.CodeMetricsContextMenu.OpenSelectioninMicrosoftExcel
Calculate Code Metricsfor Selected Projects|Analyze.CalculateCodeMetricsforSelectedProjects
Calculate Code Metricsfor Solution|Analyze.CalculateCodeMetricsforSolution
Move To Bottom|OtherContextMenus.Channels.MoveToBottom
View Call Sites|OtherContextMenus.CallStackReport.ViewCallSites
Analyze|OtherContextMenus.ProcessTree.Analyze
Show Functions Calling This Function|OtherContextMenus.Summary.ShowFunctionsCallingThisFunction
Show Functions Calledby This Function|OtherContextMenus.Summary.ShowFunctionsCalledbyThisFunction
Set Function|OtherContextMenus.Butterfly.SetFunction
Show in Function View|OtherContextMenus.Summary.ShowinFunctionView
Set Root|OtherContextMenus.Calltree.SetRoot
Reset Root|OtherContextMenus.Calltree.ResetRoot
Expand Selection|OtherContextMenus.Calltree.ExpandSelection
Collapse Selection|OtherContextMenus.Calltree.CollapseSelection
Show in Modules View|OtherContextMenus.Summary.ShowinModulesView
Show in Lifetime View|OtherContextMenus.Summary.ShowinLifetimeView
Show in Allocation View|OtherContextMenus.Summary.ShowinAllocationView
Reset Columns to Default|OtherContextMenus.Module.ResetColumnstoDefault
Export Filter|Analyze.ExportFilter
Import Filter|Analyze.ImportFilter
Execute Filter|Analyze.ExecuteFilter
Stop Filter|Analyze.StopFilter
Insert Clause|OtherContextMenus.QueryControl.InsertClause
Delete Clauses|OtherContextMenus.QueryControl.DeleteClauses
Group Clauses|OtherContextMenus.QueryControl.GroupClauses
Ungroup Clauses|OtherContextMenus.QueryControl.UngroupClauses
Show Filter|Analyze.ShowFilter
Show in Line View|OtherContextMenus.Module.ShowinLineView
Show in I P View|OtherContextMenus.Module.ShowinIPView
Expand Hot Path|OtherContextMenus.Calltree.ExpandHotPath
Add Filter on Timestamps|OtherContextMenus.Marks.AddFilteronTimestamps
Add Filter on Marks|OtherContextMenus.Marks.AddFilteronMarks
#Showmatchingrowinbaselinefile|OtherContextMenus.Diff.Showmatchingrowinbaselinefile
#Showmatchingrowincomparisonfile|OtherContextMenus.Diff.Showmatchingrowincomparisonfile
Save Analyzed Report|Analyze.SaveAnalyzedReport
Export Report Data|Analyze.ExportReportData
Show Hot Path Highlighting|Analyze.ShowHotPathHighlighting
Noise Reduction Options|Analyze.NoiseReductionOptions
Expand Folded Nodes|OtherContextMenus.Calltree.ExpandFoldedNodes
Select Stack|OtherContextMenus.Calltree.SelectStack
Show Function Details|OtherContextMenus.Summary.ShowFunctionDetails
Filter Profiling Databy Selection|OtherContextMenus.CounterChart.FilterProfilingDatabySelection
Add Filteron Processes Threads|OtherContextMenus.ProcessThreads.AddFilteronProcessesThreads
Split Screen Horizontally|Analyze.SplitScreenHorizontally
Split Screen Vertically|Analyze.SplitScreenVertically
Show Thread Contention Details|OtherContextMenus.ProcessThreads.ShowThreadContentionDetails
Show Contention Resource Details|OtherContextMenus.Contention.ShowContentionResourceDetails
View Database Command Text|OtherContextMenus.Boundary.ViewDatabaseCommandText
Summary|OtherContextMenus.Views.Summary
Functions|OtherContextMenus.Views.Functions
Lines|OtherContextMenus.Views.Lines
I Ps|OtherContextMenus.Views.IPs
Caller Callee|OtherContextMenus.Views.CallerCallee
Call Tree|OtherContextMenus.Views.CallTree
Allocation|OtherContextMenus.Views.Allocation
Lifetime|OtherContextMenus.Views.Lifetime
Contention|OtherContextMenus.Views.Contention
Marks|OtherContextMenus.Views.Marks
Resource Details|OtherContextMenus.Views.ResourceDetails
Thread Details|OtherContextMenus.Views.ThreadDetails
Interactions|OtherContextMenus.Views.Interactions
Launch Performance Wizard|Analyze.LaunchPerformanceWizard
New Performance Session|Analyze.NewPerformanceSession
Start Profiling|OtherContextMenus.Session.StartProfiling
Attach Detach|OtherContextMenus.Session.AttachDetach
Add Target Binary|OtherContextMenus.Binaries.AddTargetBinary
Add Target Project|OtherContextMenus.Binaries.AddTargetProject
Add Report|OtherContextMenus.Reports.AddReport
Setas Launch|OtherContextMenus.Binary.SetasLaunch
Setas Current Session|OtherContextMenus.Session.SetasCurrentSession
Collectsamples|OtherContextMenus.Binary.Collectsamples
Start With Profiling Paused|Analyze.StartWithProfilingPaused
Compare Performance Reports|Analyze.ComparePerformanceReports
Suppress Messages|OtherContextMenus.ErrorList.SuppressMessages
